2,4,9,30.0,30.0,30.0,9.51781272888, ,-3.8147e-06,-105.739,-211.479,-211.479,-317.219,-422.958,-422.958,-385.93,-348.903,-348.903,-311.875,-274.847,-274.847,-95.0523,84.7426,84.7426,264.537,444.332,444.332,335.921,227.51,227.51,119.098,10.6872,10.6872,-97.7241,-206.135,-206.135,-171.779,-137.424,-137.424,-103.068,-68.7118,-68.7118,-34.3559,-1.90735e-06

2,4,9,60.0,60.0,60.0,9.51781272888, ,-7.62939e-06,-211.479,-422.958,-422.958,-634.437,-845.916,-845.916,-771.861,-697.805,-697.805,-623.75,-549.694,-549.694,-190.105,169.485,169.485,529.075,888.665,888.665,671.842,455.02,455.02,238.197,21.3744,21.3744,-195.448,-412.271,-412.271,-343.559,-274.847,-274.847,-206.135,-137.424,-137.424,-68.7118,-3.8147e-06

2,4,9,90.0,90.0,90.0,9.51781272888, ,-3.05176e-05,-317.218,-634.437,-634.437,-951.655,-1268.87,-1268.87,-1157.79,-1046.71,-1046.71,-935.625,-824.542,-824.542,-285.157,254.228,254.228,793.612,1333.0,1333.0,1007.76,682.529,682.529,357.295,32.0615,32.0615,-293.172,-618.406,-618.406,-515.339,-412.271,-412.271,-309.203,-206.135,-206.135,-103.068,0.0

2,4,9,120.0,120.0,120.0,9.37324714661, ,-3.05176e-05,-416.879,-833.757,-833.757,-1250.64,-1667.51,-1667.51,-1522.0,-1376.48,-1376.48,-1230.97,-1085.45,-1085.45,-377.539,330.372,330.372,1038.28,1746.19,1746.19,1319.48,892.767,892.767,466.053,39.3397,39.3397,-387.374,-814.088,-814.088,-678.406,-542.725,-542.725,-407.044,-271.362,-271.362,-135.681,-7.62939e-06

2,4,9,150.0,150.0,150.0,8.76505661011, ,-3.05176e-05,-488.499,-976.997,-976.997,-1465.5,-1953.99,-1953.99,-1785.11,-1616.23,-1616.23,-1447.35,-1278.47,-1278.47,-452.211,374.049,374.049,1200.31,2026.57,2026.57,1529.0,1031.43,1031.43,533.858,36.2874,36.2874,-461.283,-958.853,-958.853,-799.044,-639.236,-639.236,-479.427,-319.618,-319.618,-159.809,-7.62939e-06

