2,4,9,30.0,30.0,30.0,9.51781272888, ,-2.91038e-11,-0.000483381,-0.000966761,-0.000966761,-0.00145014,-0.00193352,-0.00193352,-0.00176425,-0.00159498,-0.00159498,-0.00142571,-0.00125644,-0.00125644,-0.000434525,0.000387395,0.000387395,0.00120931,0.00203123,0.00203123,0.00153564,0.00104004,0.00104004,0.00054445,4.88557e-05,4.88557e-05,-0.000446739,-0.000942333,-0.000942333,-0.000785278,-0.000628222,-0.000628222,-0.000471167,-0.000314111,-0.000314111,-0.000157056,0.0

2,4,9,60.0,60.0,60.0,9.51781272888, ,-5.82077e-11,-0.000966761,-0.00193352,-0.00193352,-0.00290028,-0.00386704,-0.00386704,-0.00352851,-0.00318997,-0.00318997,-0.00285143,-0.00251289,-0.00251289,-0.00086905,0.000774789,0.000774789,0.00241863,0.00406247,0.00406247,0.00307128,0.00208009,0.00208009,0.0010889,9.77114e-05,9.77114e-05,-0.000893478,-0.00188467,-0.00188467,-0.00157056,-0.00125644,-0.00125644,-0.000942333,-0.000628222,-0.000628222,-0.000314111,0.0

2,4,9,90.0,90.0,90.0,9.51781272888, ,-1.16415e-10,-0.00145014,-0.00290028,-0.00290028,-0.00435042,-0.00580057,-0.00580057,-0.00529276,-0.00478495,-0.00478495,-0.00427714,-0.00376933,-0.00376933,-0.00130357,0.00116218,0.00116218,0.00362794,0.0060937,0.0060937,0.00460692,0.00312013,0.00312013,0.00163335,0.000146567,0.000146567,-0.00134022,-0.002827,-0.002827,-0.00235583,-0.00188467,-0.00188467,-0.0014135,-0.000942333,-0.000942333,-0.000471167,-2.91038e-11

2,4,9,120.0,120.0,120.0,9.37324714661, ,-1.16415e-10,-0.00190573,-0.00380129,-0.00380129,-0.00574497,-0.00805693,-0.00805693,-0.00724764,-0.00618637,-0.00618637,-0.00562727,-0.00496206,-0.00496206,-0.00172589,0.00151027,0.00151027,0.00474644,0.00825324,0.00825324,0.00623003,0.0040087,0.0040087,0.00213053,0.000179839,0.000179839,-0.00177085,-0.00372154,-0.00372154,-0.00310129,-0.00248103,-0.00248103,-0.00186077,-0.00124051,-0.00124051,-0.000620257,0.0

2,4,9,150.0,150.0,150.0,8.76505661011, ,0.0,-0.00223314,-0.00424175,-0.00424175,-0.00731281,-0.0108558,-0.0108558,-0.00955913,-0.00790689,-0.00790689,-0.00676661,-0.00578948,-0.00578948,-0.00206725,0.00154413,0.00154413,0.00594012,0.0109357,0.0109357,0.00776023,0.00443307,0.00443307,0.00244049,0.000165885,0.000165885,-0.00210872,-0.00438333,-0.00438333,-0.00365277,-0.00292222,-0.00292222,-0.00219166,-0.00146111,-0.00146111,-0.000730555,-2.91038e-11

2,4,9,180.0,180.0,180.0,8.27972793579, ,-2.32831e-10,-0.00253207,-0.0046439,-0.0046439,-0.00874429,-0.0133798,-0.0133798,-0.0117457,-0.00999681,-0.00999681,-0.00824791,-0.00656473,-0.00656473,-0.00234949,0.0015797,0.0015797,0.00717353,0.0136108,0.0136108,0.00923673,0.00485447,0.00485447,0.00276029,0.000182577,0.000182577,-0.00239513,-0.00497284,-0.00497284,-0.00414404,-0.00331523,-0.00331523,-0.00248642,-0.00165761,-0.00165761,-0.000828807,-5.82077e-11

2,4,9,210.0,210.0,210.0,7.4441113472, ,-1.16415e-10,-0.00263486,-0.00478219,-0.00478219,-0.00923653,-0.019333,-0.019333,-0.0161815,-0.00923896,-0.00923896,-0.00875358,-0.00684545,-0.00684545,-0.00227469,0.0017626,0.0017626,0.00804383,0.0152785,0.0152785,0.0103078,0.00533401,0.00533401,0.00308507,0.000360169,0.000360169,-0.00236473,-0.00508963,-0.00508963,-0.00424136,-0.00339309,-0.00339309,-0.00254482,-0.00169654,-0.00169654,-0.000848272,-5.82077e-11

2,4,9,240.0,240.0,240.0,6.5198559761, ,-2.32831e-10,-0.00263519,-0.00478253,-0.00478253,-0.00923837,-0.0199313,-0.0199313,-0.0166162,-0.00907558,-0.00907558,-0.00874522,-0.00683311,-0.00683311,-0.00225704,0.00178047,0.00178047,0.00809181,0.0153687,0.0153687,0.0103806,0.00537254,0.00537254,0.00310787,0.000378144,0.000378144,-0.00235158,-0.0050813,-0.0050813,-0.00423442,-0.00338753,-0.00338753,-0.00254065,-0.00169377,-0.00169377,-0.000846884,-5.82077e-11

